,Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Status,City,Total_Amount,Year,Month,Day
755,756,5632,2024-03-03,Watch,Accessories,3,319.37,PayPal,Completed,Pune,958.11,2024,3,3
760,761,9258,2024-03-17,TV,Home Appliances,4,2398.71,Cash,Cancelled,Kolkata,9594.84,2024,3,17
767,768,3472,2024-03-09,Headphones,Accessories,5,1728.55,Cash,Returned,Kolkata,8642.75,2024,3,9
779,780,4517,2024-03-19,Tablet,Accessories,22,38.59,Credit Card,Completed,Chennai,848.98,2024,3,19
794,795,6560,2024-03-03,Tablet,Clothing,13,1935.98,Debit Card,Returned,Hyderabad,25167.74,2024,3,3
821,822,3832,2024-03-28,Mobile,Home Appliances,24,114.16,Debit Card,Completed,Mumbai,2739.84,2024,3,28
894,895,3371,2024-03-05,Camera,Accessories,1,762.54,Debit Card,Cancelled,Pune,762.54,2024,3,5
915,916,5451,2024-03-10,TV,Accessories,17,281.23,Credit Card,Completed,Mumbai,4780.91,2024,3,10
917,918,6959,2024-03-29,Laptop,Home Appliances,12,982.16,Cash,Completed,Pune,11785.92,2024,3,29
923,924,5146,2024-03-09,Camera,Home Appliances,3,1826.99,Cash,Completed,Bangalore,5480.97,2024,3,9
927,928,2792,2024-03-25,Headphones,Clothing,24,1634.38,Cash,Completed,Pune,39225.12,2024,3,25
940,941,3708,2024-03-13,Laptop,Accessories,1,2387.33,UPI,Completed,Pune,2387.33,2024,3,13
947,948,9766,2024-03-06,Camera,Home Appliances,14,1942.1,Cash,Completed,Hyderabad,27189.4,2024,3,6
953,954,9666,2024-03-08,Shoes,Home Appliances,18,1022.98,UPI,Cancelled,Mumbai,18413.64,2024,3,8
965,966,5380,2024-03-05,Mobile,Home Appliances,1,1249.19,Debit Card,Cancelled,Kolkata,1249.19,2024,3,5
971,972,4432,2024-03-04,TV,Accessories,7,2435.09,Debit Card,Completed,Delhi,17045.63,2024,3,4
973,974,5243,2024-03-30,Mobile,Electronics,5,452.09,UPI,Cancelled,Chennai,2260.45,2024,3,30
980,981,3482,2024-03-19,TV,Accessories,7,658.32,Credit Card,Cancelled,Chennai,4608.24,2024,3,19
989,990,8186,2024-03-04,Camera,Clothing,1,1255.09,PayPal,Completed,Hyderabad,1255.09,2024,3,4
993,994,7645,2024-03-05,Watch,Home Appliances,24,673.26,Cash,Completed,Kolkata,16158.24,2024,3,5
1013,1014,4300,2024-03-16,Shoes,Accessories,1,1285.87,PayPal,Completed,Bangalore,1285.87,2024,3,16
1020,1021,3143,2024-03-15,Camera,Home Appliances,2,92.0,Debit Card,Completed,Chennai,184.0,2024,3,15
1033,1034,3198,2024-03-27,TV,Accessories,12,1993.82,Credit Card,Cancelled,Chennai,23925.84,2024,3,27
1071,1072,7809,2024-03-01,Tablet,Electronics,20,117.76,Debit Card,Completed,Mumbai,2355.2,2024,3,1
1072,1073,9633,2024-03-22,Mobile,Electronics,7,376.95,UPI,Completed,Pune,2638.65,2024,3,22
1107,1108,8679,2024-03-08,Mobile,Accessories,24,1468.94,Credit Card,Completed,Bangalore,35254.56,2024,3,8
1117,1118,6408,2024-03-03,Watch,Accessories,14,1730.55,UPI,Completed,Delhi,24227.7,2024,3,3
1121,1122,8101,2024-03-26,Laptop,Home Appliances,19,1700.26,PayPal,Completed,Kolkata,32304.94,2024,3,26
1132,1133,2240,2024-03-24,Mobile,Electronics,15,1387.44,Debit Card,Cancelled,Delhi,20811.6,2024,3,24
1182,1183,2521,2024-03-25,Camera,Accessories,17,959.43,Credit Card,Completed,Kolkata,16310.31,2024,3,25
1198,1199,8980,2024-03-28,Laptop,Clothing,19,1164.99,Cash,Completed,Delhi,22134.81,2024,3,28
1215,1216,4810,2024-03-09,Mobile,Accessories,13,1572.65,UPI,Completed,Kolkata,20444.45,2024,3,9
1243,1244,8511,2024-03-23,Laptop,Clothing,11,2273.72,PayPal,Completed,Bangalore,25010.92,2024,3,23
1306,1307,5311,2024-03-23,Watch,Home Appliances,20,1534.65,UPI,Completed,Pune,30693.0,2024,3,23
1314,1315,3604,2024-03-05,Tablet,Electronics,7,1841.52,Cash,Completed,Delhi,12890.64,2024,3,5
1318,1319,5795,2024-03-27,TV,Electronics,19,1121.05,Debit Card,Completed,Pune,21299.95,2024,3,27
1352,1353,5569,2024-03-02,Tablet,Clothing,21,1019.47,Credit Card,Completed,Hyderabad,21408.87,2024,3,2
1370,1371,7540,2024-03-01,Watch,Home Appliances,17,258.22,Credit Card,Cancelled,Bangalore,4389.74,2024,3,1
1404,1405,4676,2024-03-31,Mobile,Home Appliances,9,197.07,Cash,Completed,Chennai,1773.63,2024,3,31
1432,1433,4788,2024-03-09,Laptop,Clothing,4,2438.76,Debit Card,Completed,Bangalore,9755.04,2024,3,9
1433,1434,5167,2024-03-24,Camera,Clothing,6,2399.55,Credit Card,Completed,Chennai,14397.3,2024,3,24
1450,1451,3720,2024-03-06,Tablet,Electronics,4,2156.34,UPI,Completed,Pune,8625.36,2024,3,6
1452,1453,7047,2024-03-02,Headphones,Electronics,16,2202.71,Cash,Cancelled,Chennai,35243.36,2024,3,2
1461,1462,8014,2024-03-13,Shoes,Accessories,8,868.98,Cash,Completed,Bangalore,6951.84,2024,3,13
1467,1468,2895,2024-03-31,TV,Home Appliances,18,2385.48,Cash,Completed,Chennai,42938.64,2024,3,31
1484,1485,1207,2024-03-02,Shoes,Electronics,18,881.27,Cash,Completed,Kolkata,15862.86,2024,3,2
1491,1492,5904,2024-03-04,Camera,Accessories,24,848.2,Cash,Completed,Chennai,20356.8,2024,3,4
1498,1499,9941,2024-03-21,Camera,Home Appliances,6,628.97,Credit Card,Cancelled,Pune,3773.82,2024,3,21
1533,1534,3958,2024-03-31,Shoes,Accessories,3,1010.24,Credit Card,Completed,Mumbai,3030.72,2024,3,31
1536,1537,7895,2024-03-18,Laptop,Accessories,11,599.09,UPI,Completed,Bangalore,6589.99,2024,3,18
1557,1558,8062,2024-03-30,Laptop,Accessories,5,973.02,Cash,Completed,Hyderabad,4865.1,2024,3,30
1577,1578,3734,2024-03-14,Watch,Home Appliances,15,298.49,UPI,Cancelled,Chennai,4477.35,2024,3,14
1593,1594,5293,2024-03-05,Headphones,Home Appliances,4,2053.75,PayPal,Completed,Hyderabad,8215.0,2024,3,5
1647,1648,1488,2024-03-14,TV,Clothing,13,1711.21,Credit Card,Completed,Kolkata,22245.73,2024,3,14
1662,1663,4726,2024-03-08,Headphones,Accessories,18,2129.02,PayPal,Completed,Chennai,38322.36,2024,3,8
1684,1685,7570,2024-03-29,Mobile,Electronics,4,1512.4,PayPal,Completed,Chennai,6049.6,2024,3,29
1699,1700,4610,2024-03-27,TV,Accessories,20,1744.16,Credit Card,Completed,Delhi,34883.2,2024,3,27
1707,1708,4530,2024-03-31,Mobile,Accessories,6,1093.25,Cash,Returned,Bangalore,6559.5,2024,3,31
1712,1713,3359,2024-03-09,TV,Clothing,3,758.56,Credit Card,Cancelled,Pune,2275.68,2024,3,9
1728,1729,1009,2024-03-26,Laptop,Clothing,12,334.0,Cash,Returned,Kolkata,4008.0,2024,3,26
1746,1747,4179,2024-03-06,Shoes,Clothing,14,1730.97,Cash,Completed,Bangalore,24233.58,2024,3,6
1747,1748,2249,2024-03-17,TV,Electronics,23,1039.41,UPI,Cancelled,Pune,23906.43,2024,3,17
1754,1755,9841,2024-03-20,Camera,Electronics,1,681.11,PayPal,Completed,Chennai,681.11,2024,3,20
1758,1759,8421,2024-03-15,Camera,Electronics,24,1326.18,Credit Card,Completed,Kolkata,31828.32,2024,3,15
1765,1766,3349,2024-03-08,Shoes,Home Appliances,11,2192.97,Debit Card,Cancelled,Kolkata,24122.67,2024,3,8
1766,1767,6699,2024-03-24,Headphones,Accessories,1,1998.11,Debit Card,Completed,Pune,1998.11,2024,3,24
1781,1782,3475,2024-03-26,Tablet,Electronics,9,1400.57,Cash,Completed,Hyderabad,12605.13,2024,3,26
1798,1799,1207,2024-03-01,Shoes,Accessories,18,2335.19,PayPal,Completed,Mumbai,42033.42,2024,3,1
1824,1825,5576,2024-03-15,Shoes,Accessories,3,399.74,PayPal,Cancelled,Bangalore,1199.22,2024,3,15
1834,1835,2689,2024-03-22,Mobile,Home Appliances,7,476.91,Credit Card,Completed,Bangalore,3338.37,2024,3,22
1845,1846,9785,2024-03-10,Watch,Home Appliances,21,2432.94,Debit Card,Completed,Mumbai,51091.74,2024,3,10
1847,1848,2826,2024-03-15,Mobile,Clothing,18,1017.5,PayPal,Completed,Mumbai,18315.0,2024,3,15
1934,1935,7007,2024-03-07,TV,Clothing,1,1560.57,Debit Card,Completed,Hyderabad,1560.57,2024,3,7
1945,1946,5795,2024-03-25,TV,Electronics,18,2367.35,PayPal,Completed,Delhi,42612.3,2024,3,25
1949,1950,6887,2024-03-08,Headphones,Accessories,19,2121.17,Credit Card,Completed,Pune,40302.23,2024,3,8
1985,1986,8340,2024-03-03,TV,Home Appliances,1,892.9,PayPal,Completed,Bangalore,892.9,2024,3,3
1997,1998,7420,2024-03-28,Shoes,Electronics,13,308.1,PayPal,Completed,Pune,4005.3,2024,3,28
2018,2019,9561,2024-03-02,Shoes,Accessories,20,1397.18,Debit Card,Completed,Chennai,27943.6,2024,3,2
2029,2030,1521,2024-03-12,Watch,Accessories,8,1152.84,PayPal,Completed,Mumbai,9222.72,2024,3,12
2032,2033,5583,2024-03-09,Shoes,Accessories,24,26.79,UPI,Cancelled,Mumbai,642.96,2024,3,9
2055,2056,8003,2024-03-16,Camera,Clothing,21,1424.43,Credit Card,Cancelled,Kolkata,29913.03,2024,3,16
2087,2088,3520,2024-03-24,Headphones,Accessories,21,67.64,UPI,Completed,Delhi,1420.44,2024,3,24
2089,2090,2428,2024-03-02,Mobile,Electronics,5,427.44,Debit Card,Completed,Chennai,2137.2,2024,3,2
2092,2093,3159,2024-03-14,Headphones,Electronics,5,2043.74,PayPal,Completed,Delhi,10218.7,2024,3,14
2099,2100,2037,2024-03-08,Tablet,Clothing,13,1411.01,PayPal,Completed,Hyderabad,18343.13,2024,3,8
2111,2112,1697,2024-03-16,Shoes,Home Appliances,24,108.98,Debit Card,Completed,Delhi,2615.52,2024,3,16
2165,2166,9329,2024-03-10,TV,Electronics,4,1613.06,Cash,Completed,Bangalore,6452.24,2024,3,10
2185,2186,6105,2024-03-18,Tablet,Home Appliances,9,1540.1,UPI,Completed,Mumbai,13860.9,2024,3,18
2192,2193,8736,2024-03-08,Laptop,Home Appliances,20,1493.65,Debit Card,Cancelled,Delhi,29873.0,2024,3,8
2221,2222,6591,2024-03-12,Tablet,Electronics,6,1205.85,UPI,Cancelled,Mumbai,7235.1,2024,3,12
2252,2253,5624,2024-03-12,Camera,Electronics,18,1298.19,Credit Card,Returned,Delhi,23367.42,2024,3,12
2260,2261,4750,2024-03-09,Watch,Electronics,19,1204.94,Cash,Cancelled,Bangalore,22893.86,2024,3,9
2348,2349,7788,2024-03-27,Headphones,Clothing,16,494.53,Credit Card,Completed,Mumbai,7912.48,2024,3,27
2358,2359,4348,2024-03-25,Shoes,Accessories,11,580.72,UPI,Completed,Delhi,6387.92,2024,3,25
2403,2404,8418,2024-03-23,Tablet,Accessories,5,2288.09,Credit Card,Completed,Hyderabad,11440.45,2024,3,23
2415,2416,6626,2024-03-14,Laptop,Clothing,7,1030.72,Credit Card,Completed,Kolkata,7215.04,2024,3,14
2476,2477,8986,2024-03-13,Camera,Clothing,15,708.08,Credit Card,Completed,Kolkata,10621.2,2024,3,13
2490,2491,4736,2024-03-31,TV,Home Appliances,11,286.66,Cash,Cancelled,Mumbai,3153.26,2024,3,31
2498,2499,3800,2024-03-14,Mobile,Accessories,1,1711.35,UPI,Completed,Hyderabad,1711.35,2024,3,14
2516,2517,1703,2024-03-22,Camera,Accessories,20,1647.39,UPI,Returned,Chennai,32947.8,2024,3,22
2539,2540,7048,2024-03-02,Laptop,Home Appliances,19,1511.81,Credit Card,Returned,Bangalore,28724.39,2024,3,2
2555,2556,1989,2024-03-06,Mobile,Clothing,20,1672.58,UPI,Cancelled,Hyderabad,33451.6,2024,3,6
2562,2563,1331,2024-03-15,Mobile,Electronics,24,2098.39,PayPal,Completed,Hyderabad,50361.36,2024,3,15
2567,2568,4868,2024-03-14,Mobile,Electronics,14,1835.73,Cash,Completed,Pune,25700.22,2024,3,14
2570,2571,3497,2024-03-30,Shoes,Electronics,22,1646.84,Cash,Completed,Mumbai,36230.48,2024,3,30
2619,2620,8835,2024-03-17,TV,Accessories,24,445.04,UPI,Completed,Pune,10680.96,2024,3,17
2627,2628,8611,2024-03-09,Shoes,Home Appliances,23,110.08,Cash,Completed,Pune,2531.84,2024,3,9
2639,2640,2900,2024-03-07,TV,Home Appliances,14,2103.95,Debit Card,Cancelled,Mumbai,29455.3,2024,3,7
2673,2674,8151,2024-03-09,TV,Electronics,10,1888.67,Cash,Completed,Chennai,18886.7,2024,3,9
2681,2682,2439,2024-03-14,TV,Clothing,12,218.35,Debit Card,Returned,Pune,2620.2,2024,3,14
2689,2690,5931,2024-03-30,Shoes,Clothing,17,1626.15,UPI,Completed,Hyderabad,27644.55,2024,3,30
2715,2716,1475,2024-03-17,Watch,Accessories,6,1940.99,Cash,Completed,Mumbai,11645.94,2024,3,17
2785,2786,7144,2024-03-15,TV,Electronics,17,818.53,Debit Card,Completed,Bangalore,13915.01,2024,3,15
2794,2795,4175,2024-03-08,Watch,Home Appliances,4,1369.24,Cash,Completed,Mumbai,5476.96,2024,3,8
2805,2806,1187,2024-03-21,Camera,Home Appliances,14,1213.51,UPI,Completed,Delhi,16989.14,2024,3,21
2818,2819,7465,2024-03-21,Shoes,Clothing,17,2320.87,Cash,Cancelled,Pune,39454.79,2024,3,21
2844,2845,6575,2024-03-22,Mobile,Home Appliances,7,1116.74,Cash,Completed,Chennai,7817.18,2024,3,22
2850,2851,7846,2024-03-15,Camera,Electronics,17,1829.18,Credit Card,Completed,Pune,31096.06,2024,3,15
2877,2878,6738,2024-03-21,Laptop,Accessories,1,389.93,PayPal,Completed,Delhi,389.93,2024,3,21
2938,2939,2548,2024-03-24,Mobile,Clothing,21,1995.22,Debit Card,Completed,Mumbai,41899.62,2024,3,24
2951,2952,5493,2024-03-08,Mobile,Home Appliances,7,47.03,Credit Card,Completed,Pune,329.21,2024,3,8
2978,2979,3566,2024-03-03,Mobile,Clothing,19,375.51,UPI,Completed,Chennai,7134.69,2024,3,3
2980,2981,4709,2024-03-30,Camera,Clothing,2,1311.89,Credit Card,Completed,Chennai,2623.78,2024,3,30
3027,3028,9350,2024-03-02,Shoes,Home Appliances,11,1116.38,UPI,Completed,Kolkata,12280.18,2024,3,2
3032,3033,3295,2024-03-16,Shoes,Clothing,17,1407.73,Debit Card,Completed,Chennai,23931.41,2024,3,16
3061,3062,7102,2024-03-06,Shoes,Accessories,17,1696.23,UPI,Cancelled,Pune,28835.91,2024,3,6
3145,3146,8812,2024-03-21,TV,Clothing,20,1927.23,Credit Card,Completed,Chennai,38544.6,2024,3,21
3163,3164,8415,2024-03-07,Shoes,Electronics,14,966.58,Credit Card,Cancelled,Kolkata,13532.12,2024,3,7
3192,3193,7680,2024-03-12,Shoes,Electronics,22,1319.03,Debit Card,Completed,Pune,29018.66,2024,3,12
3235,3236,5357,2024-03-10,Headphones,Clothing,23,1053.98,Debit Card,Completed,Kolkata,24241.54,2024,3,10
3264,3265,3972,2024-03-06,Headphones,Electronics,14,2330.96,Credit Card,Completed,Delhi,32633.44,2024,3,6
3329,3330,8644,2024-03-06,TV,Clothing,5,549.04,UPI,Cancelled,Pune,2745.2,2024,3,6
3330,3331,5855,2024-03-11,Watch,Electronics,5,1294.08,PayPal,Completed,Hyderabad,6470.4,2024,3,11
3352,3353,7309,2024-03-14,Headphones,Home Appliances,1,638.88,UPI,Returned,Bangalore,638.88,2024,3,14
3362,3363,2306,2024-03-18,Headphones,Accessories,14,839.12,UPI,Completed,Bangalore,11747.68,2024,3,18
3387,3388,2920,2024-03-16,Laptop,Clothing,1,2218.55,UPI,Completed,Chennai,2218.55,2024,3,16
3442,3443,9685,2024-03-25,Watch,Accessories,10,602.38,Debit Card,Completed,Pune,6023.8,2024,3,25
3451,3452,3912,2024-03-03,Headphones,Home Appliances,11,1965.22,Debit Card,Completed,Bangalore,21617.42,2024,3,3
3481,3482,6103,2024-03-12,Camera,Accessories,10,999.86,UPI,Completed,Chennai,9998.6,2024,3,12
3518,3519,3700,2024-03-10,Shoes,Accessories,14,2482.59,Credit Card,Completed,Pune,34756.26,2024,3,10
3533,3534,8081,2024-03-29,Mobile,Home Appliances,1,248.8,Cash,Cancelled,Hyderabad,248.8,2024,3,29
3545,3546,6783,2024-03-04,Camera,Clothing,7,695.89,Cash,Completed,Chennai,4871.23,2024,3,4
3580,3581,8374,2024-03-24,Laptop,Clothing,21,1543.62,UPI,Cancelled,Kolkata,32416.02,2024,3,24
3618,3619,1531,2024-03-27,Shoes,Accessories,8,1185.07,Debit Card,Completed,Pune,9480.56,2024,3,27
3621,3622,1002,2024-03-07,Watch,Accessories,19,1591.39,Debit Card,Cancelled,Kolkata,30236.41,2024,3,7
3637,3638,6255,2024-03-14,Headphones,Clothing,21,782.71,Credit Card,Completed,Chennai,16436.91,2024,3,14
3693,3694,8957,2024-03-02,Laptop,Electronics,7,2336.2,PayPal,Cancelled,Bangalore,16353.4,2024,3,2
3717,3718,9092,2024-03-08,Watch,Clothing,17,1247.92,PayPal,Cancelled,Bangalore,21214.64,2024,3,8
3726,3727,1956,2024-03-16,Watch,Home Appliances,6,1451.76,Credit Card,Returned,Delhi,8710.56,2024,3,16
3772,3773,4539,2024-03-24,Watch,Electronics,4,1951.97,UPI,Completed,Pune,7807.88,2024,3,24
3844,3845,7419,2024-03-22,Shoes,Accessories,23,174.18,Credit Card,Completed,Kolkata,4006.14,2024,3,22
3910,3911,6518,2024-03-21,Shoes,Electronics,4,1304.45,Credit Card,Completed,Delhi,5217.8,2024,3,21
3911,3912,3153,2024-03-13,Watch,Accessories,11,547.65,Cash,Completed,Delhi,6024.15,2024,3,13
3934,3935,3032,2024-03-31,Shoes,Clothing,4,2493.85,Debit Card,Completed,Chennai,9975.4,2024,3,31
3961,3962,5482,2024-03-03,Watch,Home Appliances,14,2467.39,Cash,Completed,Delhi,34543.46,2024,3,3
3990,3991,9519,2024-03-03,Shoes,Clothing,17,1778.15,Credit Card,Cancelled,Pune,30228.55,2024,3,3
3992,3993,2134,2024-03-28,Watch,Clothing,1,1602.02,UPI,Cancelled,Hyderabad,1602.02,2024,3,28
4004,4005,7751,2024-03-03,TV,Clothing,18,329.23,PayPal,Completed,Hyderabad,5926.14,2024,3,3
4007,4008,2117,2024-03-15,TV,Home Appliances,2,2127.47,Debit Card,Completed,Chennai,4254.94,2024,3,15
4049,4050,8282,2024-03-13,Mobile,Electronics,9,1843.68,Cash,Completed,Mumbai,16593.12,2024,3,13
4056,4057,7320,2024-03-05,Headphones,Home Appliances,9,262.74,PayPal,Completed,Chennai,2364.66,2024,3,5
4067,4068,6869,2024-03-17,Headphones,Clothing,2,2280.72,Debit Card,Completed,Delhi,4561.44,2024,3,17
4084,4085,6698,2024-03-18,Camera,Home Appliances,11,465.51,Credit Card,Returned,Delhi,5120.61,2024,3,18
4116,4117,1974,2024-03-11,Camera,Accessories,10,1866.04,Debit Card,Cancelled,Chennai,18660.4,2024,3,11
4132,4133,4783,2024-03-06,Tablet,Clothing,11,869.86,PayPal,Completed,Mumbai,9568.46,2024,3,6
4178,4179,9869,2024-03-12,Camera,Electronics,1,1104.44,Credit Card,Completed,Chennai,1104.44,2024,3,12
4218,4219,2939,2024-03-14,Watch,Home Appliances,9,2063.84,Cash,Completed,Mumbai,18574.56,2024,3,14
4226,4227,3402,2024-03-27,Camera,Home Appliances,20,1098.42,Debit Card,Completed,Hyderabad,21968.4,2024,3,27
4232,4233,1807,2024-03-14,Headphones,Accessories,10,1399.7,PayPal,Completed,Hyderabad,13997.0,2024,3,14
4238,4239,1757,2024-03-25,Shoes,Clothing,3,1913.23,Credit Card,Completed,Pune,5739.69,2024,3,25
4266,4267,4075,2024-03-14,Mobile,Home Appliances,14,1252.85,PayPal,Completed,Pune,17539.9,2024,3,14
4269,4270,9479,2024-03-04,Tablet,Clothing,16,909.75,UPI,Returned,Hyderabad,14556.0,2024,3,4
4307,4308,3415,2024-03-23,TV,Electronics,21,573.19,Credit Card,Completed,Hyderabad,12036.99,2024,3,23
4335,4336,5586,2024-03-24,Mobile,Electronics,6,1775.33,Debit Card,Returned,Mumbai,10651.98,2024,3,24
4338,4339,7447,2024-03-31,Camera,Home Appliances,6,835.13,UPI,Completed,Delhi,5010.78,2024,3,31
4344,4345,9090,2024-03-14,Watch,Accessories,24,104.04,Credit Card,Completed,Kolkata,2496.96,2024,3,14
4379,4380,7308,2024-03-17,Mobile,Home Appliances,24,1922.85,PayPal,Completed,Chennai,46148.4,2024,3,17
4400,4401,4406,2024-03-16,Headphones,Clothing,18,800.57,Cash,Returned,Delhi,14410.26,2024,3,16
4414,4415,5675,2024-03-08,Tablet,Accessories,20,1603.04,Credit Card,Completed,Delhi,32060.8,2024,3,8
4417,4418,6308,2024-03-14,Tablet,Home Appliances,22,410.83,PayPal,Completed,Chennai,9038.26,2024,3,14
4454,4455,7636,2024-03-12,Tablet,Home Appliances,24,1396.0,Cash,Completed,Mumbai,33504.0,2024,3,12
4506,4507,5427,2024-03-04,TV,Clothing,6,1220.31,Cash,Cancelled,Hyderabad,7321.86,2024,3,4
4511,4512,5535,2024-03-19,Mobile,Clothing,12,1449.56,PayPal,Returned,Hyderabad,17394.72,2024,3,19
4528,4529,6919,2024-03-28,Laptop,Accessories,9,1137.65,Debit Card,Completed,Kolkata,10238.85,2024,3,28
4555,4556,8774,2024-03-04,Shoes,Home Appliances,7,2444.13,PayPal,Completed,Kolkata,17108.91,2024,3,4
4607,4608,1923,2024-03-04,Headphones,Clothing,24,1582.33,UPI,Returned,Bangalore,37975.92,2024,3,4
4635,4636,2652,2024-03-27,Watch,Home Appliances,6,219.44,Cash,Completed,Chennai,1316.64,2024,3,27
4649,4650,9982,2024-03-04,Camera,Clothing,6,514.02,UPI,Completed,Pune,3084.12,2024,3,4
4674,4675,2192,2024-03-01,Watch,Electronics,21,2405.33,Credit Card,Completed,Bangalore,50511.93,2024,3,1
4693,4694,9947,2024-03-08,TV,Electronics,19,726.4,PayPal,Completed,Delhi,13801.6,2024,3,8
4698,4699,1507,2024-03-19,Watch,Electronics,13,1175.14,PayPal,Completed,Delhi,15276.82,2024,3,19
4776,4777,1924,2024-03-23,Laptop,Home Appliances,2,2076.6,PayPal,Completed,Bangalore,4153.2,2024,3,23
4802,4803,5321,2024-03-21,Shoes,Electronics,1,740.76,UPI,Completed,Bangalore,740.76,2024,3,21
4832,4833,9514,2024-03-11,Mobile,Accessories,9,1102.67,Cash,Completed,Pune,9924.03,2024,3,11
4842,4843,5270,2024-03-25,Camera,Home Appliances,2,347.3,UPI,Cancelled,Pune,694.6,2024,3,25
4846,4847,2784,2024-03-31,Camera,Electronics,3,1271.13,UPI,Completed,Hyderabad,3813.39,2024,3,31
4927,4928,7060,2024-03-01,Laptop,Electronics,13,1810.18,UPI,Completed,Bangalore,23532.34,2024,3,1
4932,4933,2378,2024-03-01,TV,Clothing,19,657.27,UPI,Cancelled,Mumbai,12488.13,2024,3,1
4938,4939,2058,2024-03-19,Headphones,Electronics,21,431.58,Cash,Completed,Kolkata,9063.18,2024,3,19
4940,4941,7115,2024-03-12,Headphones,Electronics,12,1920.58,PayPal,Completed,Hyderabad,23046.96,2024,3,12
5003,5004,8675,2024-03-28,TV,Home Appliances,11,993.91,PayPal,Completed,Mumbai,10933.01,2024,3,28
5010,5011,3244,2024-03-11,TV,Electronics,22,1488.23,PayPal,Completed,Kolkata,32741.06,2024,3,11
5015,5016,8601,2024-03-17,Tablet,Accessories,2,1394.11,Debit Card,Returned,Kolkata,2788.22,2024,3,17
5021,5022,1731,2024-03-11,Camera,Home Appliances,21,381.02,Cash,Cancelled,Bangalore,8001.42,2024,3,11
